,name,rounds,scoring_avg,avg_drive,fwy%,gir%,sg_putt,sg_t2g,sg_tot,top_10,wins,year,money,points
1378,Hudson Swafford,75.0,71.167,297.5,64.28,68.78,-0.2,-0.116,-0.316,1,0,2014,513883,351
1379,Hunter Mahan,88.0,70.574,295.8,65.1,66.67,0.207,0.314,0.52,6,1,2014,3097983,1835
1380,Ian Poulter,57.0,70.722,288.1,61.35,62.4,0.067,-0.106,-0.038,2,0,2014,1616693,892
1381,J.B. Holmes,86.0,70.721,308.0,54.71,60.92,-0.075,0.476,0.401,2,1,2014,2365204,1467
1382,J.J. Henry,91.0,71.064,290.7,64.39,69.6,-0.187,-0.032,-0.219,0,0,2014,554615,425
1383,James Driscoll,71.0,71.454,284.2,52.68,60.88,0.123,-0.958,-0.835,0,0,2014,371404,311
1384,James Hahn,82.0,71.186,289.6,60.83,63.96,-0.306,0.07,-0.236,2,0,2014,735259,456
1385,Jamie Lovemark,64.0,71.345,302.4,53.94,64.91,-0.585,0.235,-0.351,0,0,2014,305944,212
1386,Jason Bohn,81.0,70.892,280.0,64.95,64.75,0.126,-0.253,-0.127,3,0,2014,1585189,1011
1387,Jason Day,54.0,69.626,301.2,58.72,64.0,0.317,1.073,1.389,6,1,2014,3789574,1200
1388,Jason Dufner,57.0,70.9,285.3,63.76,66.26,-0.576,1.098,0.522,4,0,2014,1651491,798
1389,Jason Kokrak,65.0,70.307,303.4,55.64,65.38,0.222,0.686,0.908,2,0,2014,1200381,932
1390,Jeff Maggert,54.0,71.612,276.6,68.83,65.74,-0.652,-0.096,-0.748,1,0,2014,360157,195
1391,Jeff Overton,80.0,70.734,287.5,57.36,65.79,0.017,0.044,0.061,3,0,2014,1115467,719
1392,Jerry Kelly,80.0,70.349,277.5,66.49,65.56,0.239,0.288,0.527,4,0,2014,1451059,1175
1393,Jhonattan Vegas,77.0,71.022,304.8,61.16,69.11,-0.37,0.314,-0.056,2,0,2014,751763,528
1394,Jim Furyk,84.0,69.2,279.3,73.18,68.75,0.091,1.705,1.796,11,0,2014,5987395,2450
1395,Jim Herman,62.0,71.619,294.7,62.18,66.38,-0.362,-0.488,-0.85,0,0,2014,187337,142
1396,Jim Renner,61.0,71.843,288.2,56.5,62.71,-0.792,-0.221,-1.013,1,0,2014,763978,346
1397,Jimmy Walker,98.0,69.789,301.0,51.67,67.59,0.479,0.774,1.253,10,3,2014,5787016,1668
1398,John Huh,87.0,71.24,283.9,66.87,64.39,-0.159,-0.01,-0.169,2,0,2014,974043,698
1399,John Merrick,87.0,71.852,285.3,68.62,68.07,-0.568,0.051,-0.517,0,0,2014,516148,399
1400,John Peterson,62.0,71.47,288.1,64.0,65.56,-0.819,0.34,-0.48,0,0,2014,238230,170
1401,John Rollins,84.0,71.932,290.1,59.8,64.86,-0.252,-0.395,-0.647,0,0,2014,289757,244
1402,John Senden,99.0,70.27,288.9,64.25,67.85,0.476,0.328,0.805,5,1,2014,2856685,585
1403,Johnson Wagner,69.0,71.444,287.1,56.95,64.1,0.05,-0.616,-0.565,1,0,2014,393729,323
1404,Jonas Blixt,64.0,71.581,286.1,56.16,61.11,0.303,-0.512,-0.209,1,0,2014,1342198,599
1405,Jonathan Byrd,76.0,71.083,288.1,61.58,64.89,-0.271,-0.027,-0.298,1,0,2014,617014,383
1406,Jordan Spieth,102.0,69.946,289.7,58.79,62.47,0.399,0.581,0.98,8,0,2014,4342748,698
1407,Josh Teater,90.0,71.301,294.6,61.22,65.09,-0.218,0.076,-0.143,0,0,2014,366241,334
1408,Justin Hicks,103.0,70.836,285.1,73.46,71.44,0.069,-0.003,0.066,3,0,2014,1544061,923
1409,Justin Leonard,75.0,70.895,270.3,65.04,57.78,0.496,-0.677,-0.181,2,0,2014,807949,491
1410,Justin Rose,70.0,69.624,295.1,59.92,66.91,-0.04,1.506,1.466,8,1,2014,3926768,850
1411,K.J. Choi,80.0,70.87,279.8,64.22,62.08,0.332,-0.039,0.293,2,0,2014,1677848,1019
1412,Keegan Bradley,89.0,70.031,302.2,62.36,66.67,0.254,0.74,0.994,6,0,2014,2828638,1621
1413,Ken Duke,80.0,71.137,275.5,70.18,67.17,-0.409,0.23,-0.178,0,0,2014,455589,305
1414,Kevin Chappell,100.0,70.466,296.2,64.9,67.59,-0.278,0.97,0.692,1,0,2014,1343412,1268
1415,Kevin Kisner,85.0,70.718,287.8,61.43,65.29,0.388,0.009,0.397,3,0,2014,954497,587
1416,Kevin Na,94.0,69.996,280.3,64.32,64.72,0.315,0.638,0.954,6,0,2014,3153107,528
1417,Kevin Stadler,90.0,70.62,291.6,64.28,68.91,-0.467,0.878,0.411,3,1,2014,2300307,1537
1418,Kevin Streelman,79.0,71.354,288.6,68.04,63.25,0.006,0.068,0.074,2,1,2014,2107994,1354
1419,Kevin Tway,64.0,71.912,294.5,58.95,64.35,-0.157,-0.677,-0.834,0,0,2014,167278,172
1420,Kyle Stanley,87.0,71.745,297.5,61.26,66.87,-1.385,0.552,-0.834,1,0,2014,473581,297
1421,Lee Westwood,57.0,70.738,292.3,61.22,63.69,0.151,0.495,0.646,2,0,2014,1223104,577
1422,Louis Oosthuizen,50.0,70.852,300.5,60.9,66.43,-0.429,0.212,-0.217,1,0,2014,946134,453
1423,Lucas Glover,68.0,72.233,300.6,64.02,67.0,-1.475,0.539,-0.936,0,0,2014,210166,129
1424,Luke Donald,57.0,70.735,278.1,62.56,63.0,0.517,0.173,0.69,3,0,2014,1451440,798
1425,Luke Guthrie,85.0,70.638,287.6,58.99,63.53,0.19,0.109,0.299,2,0,2014,840555,580
1426,Marc Leishman,81.0,70.152,297.6,57.97,65.21,-0.017,0.766,0.749,6,0,2014,2558657,1240
1427,Mark Wilson,69.0,71.732,279.6,67.0,63.25,-0.539,-0.265,-0.804,0,0,2014,155313,142
1428,Martin Flores,85.0,71.199,296.0,56.71,66.54,-0.144,0.362,0.218,1,0,2014,1035447,534
1429,Martin Kaymer,65.0,70.468,294.9,61.27,64.58,-0.111,0.355,0.244,4,2,2014,4532537,655
1430,Martin Laird,66.0,71.436,297.2,61.26,66.31,-0.154,0.038,-0.116,1,0,2014,583663,425
1431,Matt Every,85.0,70.722,286.3,56.72,63.33,0.733,-0.236,0.497,6,1,2014,2540370,1354
1432,Matt Jones,83.0,71.021,296.3,58.5,63.25,0.142,-0.029,0.113,1,1,2014,1928154,1051
1433,Matt Kuchar,91.0,69.416,283.8,67.37,66.92,0.457,1.117,1.573,11,1,2014,4695515,1300
1434,Michael Putnam,106.0,70.905,293.0,61.08,67.05,-0.409,0.517,0.108,1,0,2014,818799,708
1435,Michael Thompson,74.0,71.194,289.2,62.22,65.69,0.466,-0.317,0.149,1,0,2014,932300,515
1436,Mike Weir,69.0,71.789,271.2,52.76,57.44,0.256,-0.882,-0.626,1,0,2014,854413,375
1437,Morgan Hoffmann,103.0,70.899,295.4,54.09,62.74,0.506,-0.472,0.034,2,0,2014,1595922,518
1438,Nicholas Thompson,85.0,71.657,287.0,67.08,66.67,-0.622,0.105,-0.517,1,0,2014,713377,437
1439,Nick Watney,80.0,70.756,295.8,63.97,67.33,-0.075,0.687,0.613,2,0,2014,913398,584
1440,Pat Perez,84.0,71.11,286.4,60.05,64.35,0.251,-0.255,-0.004,3,0,2014,1315080,682
1441,Patrick Reed,92.0,70.598,292.3,55.59,63.64,0.249,0.081,0.331,4,2,2014,4026076,598
1442,Paul Casey,56.0,70.152,293.0,60.49,65.77,0.283,0.725,1.008,0,0,2014,877968,699
1443,Phil Mickelson,71.0,70.278,292.4,58.01,65.26,0.234,0.634,0.868,1,0,2014,2158019,1046
1444,Retief Goosen,94.0,70.728,288.8,55.9,63.64,0.352,-0.024,0.329,2,0,2014,826073,591
1445,Richard Lee,80.0,71.528,285.1,61.86,59.97,0.446,-0.878,-0.432,2,0,2014,618443,376
1446,Rickie Fowler,91.0,70.172,297.5,59.93,64.51,0.29,0.48,0.769,10,0,2014,4806117,1225
1447,Ricky Barnes,92.0,70.671,290.7,54.85,64.96,0.157,0.145,0.302,2,0,2014,706855,530
1448,Robert Allenby,83.0,70.92,284.9,61.47,67.63,-0.163,0.269,0.105,0,0,2014,514288,438
1449,Robert Garrigus,80.0,70.728,306.1,57.18,65.14,0.047,0.382,0.429,2,0,2014,1095474,678
1450,Robert Streb,75.0,70.502,300.0,59.62,65.65,0.119,0.319,0.438,2,0,2014,1300075,966
1451,Roberto Castro,76.0,71.617,283.9,62.95,60.44,-0.384,0.084,-0.3,1,0,2014,615933,387
1452,Rory McIlroy,66.0,68.827,310.5,59.93,69.44,0.274,1.992,2.266,12,3,2014,8280096,3050
1453,Rory Sabbatini,82.0,71.381,294.2,55.48,65.38,-0.326,-0.245,-0.571,3,0,2014,1024736,567
1454,Russell Henley,92.0,71.379,293.7,63.67,61.84,0.332,-0.438,-0.106,3,1,2014,2590493,635
1455,Russell Knox,92.0,70.111,285.7,67.6,68.0,-0.116,0.938,0.822,3,0,2014,1513630,1480
1456,Ryan Moore,86.0,70.344,284.7,69.92,67.99,0.042,0.794,0.836,7,1,2014,3098263,1534
1457,Ryan Palmer,85.0,69.993,300.4,58.55,66.67,0.295,0.971,1.265,8,0,2014,2924300,730
1458,Ryo Ishikawa,75.0,70.98,291.0,53.26,64.96,0.092,0.231,0.323,3,0,2014,1380579,936
1459,Sangmoon Bae,76.0,71.168,288.5,61.39,62.94,0.418,-0.202,0.216,0,0,2014,718111,466
1460,Scott Brown,100.0,70.936,287.2,66.55,65.0,0.211,0.134,0.345,4,0,2014,1441725,821
1461,Scott Langley,95.0,70.662,281.3,61.08,64.16,0.268,0.016,0.284,1,0,2014,1151496,898
1462,Scott Stallings,77.0,71.835,300.4,56.04,63.16,-0.305,-0.369,-0.673,1,1,2014,1385689,831
1463,Sean O'Hair,77.0,71.24,300.5,53.73,63.42,0.082,-0.327,-0.244,1,0,2014,408793,278
1464,Sergio Garcia,61.0,68.95,294.3,62.19,68.68,0.167,1.818,1.984,10,0,2014,4939606,815
1465,Seung-Yul Noh,92.0,70.661,296.5,55.02,66.97,-0.121,0.427,0.306,3,1,2014,2115234,1590
1466,Shawn Stefani,60.0,70.609,297.7,64.17,66.2,-0.146,0.564,0.418,2,0,2014,1369259,842
1467,Spencer Levin,59.0,71.086,280.1,64.92,64.31,-0.094,-0.23,-0.324,0,0,2014,277780,246
1468,Steven Bowditch,93.0,71.145,298.1,55.13,63.38,-0.581,0.399,-0.182,1,1,2014,1734693,1213
1469,Stewart Cink,91.0,70.847,293.7,59.45,66.36,-0.131,0.243,0.113,0,0,2014,929166,866
1470,Stuart Appleby,92.0,70.599,278.6,60.42,62.96,0.487,-0.126,0.361,3,0,2014,1477971,1755
1471,"Ted Potter, Jr.",68.0,71.087,278.4,69.56,65.11,-0.216,0.125,-0.09,0,0,2014,386341,311
1472,Tim Clark,75.0,70.738,272.2,74.02,64.3,0.025,0.061,0.086,3,1,2014,2066344,1271
1473,Tim Wilkinson,86.0,70.714,282.4,59.51,61.72,0.205,-0.078,0.127,3,0,2014,824179,498
1474,Tommy Gainey,73.0,71.51,294.0,57.92,64.01,0.019,-0.54,-0.521,1,0,2014,490590,311
1475,Trevor Immelman,84.0,71.471,291.8,58.5,65.28,-0.474,0.157,-0.317,1,0,2014,447516,354
1476,Troy Matteson,62.0,72.237,296.7,53.09,61.97,-0.422,-0.914,-1.337,1,0,2014,387796,238
1477,Troy Merritt,62.0,70.9,285.2,61.43,65.05,0.024,-0.123,-0.099,1,0,2014,882864,609
1478,Tyrone Van Aswegen,79.0,71.07,290.0,53.54,64.17,0.017,-0.263,-0.247,0,0,2014,454856,355
1479,Vijay Singh,83.0,70.933,289.7,60.66,65.39,-0.579,0.554,-0.025,1,0,2014,989028,800
1480,Webb Simpson,87.0,70.234,288.5,62.24,65.28,0.3,0.58,0.88,9,1,2014,3539601,525
1481,Wes Roach,67.0,71.206,293.0,61.05,64.2,0.0,-0.554,-0.554,1,0,2014,453616,314
1482,Will MacKenzie,82.0,70.685,290.6,64.5,65.58,0.154,0.07,0.224,5,0,2014,1853822,1092
1483,William McGirt,96.0,70.712,278.5,65.94,64.41,0.314,-0.235,0.079,4,0,2014,1275738,1182
1484,Willy Wilcox,51.0,70.819,297.3,61.4,66.89,-0.204,0.552,0.349,2,0,2014,586159,362
1485,Woody Austin,63.0,71.743,278.5,61.45,60.83,-0.137,-0.696,-0.833,0,0,2014,292824,225
1486,Y.E. Yang,79.0,71.712,281.9,65.41,61.68,-0.073,-0.463,-0.536,0,0,2014,254525,234
1487,Zach Johnson,97.0,70.159,282.2,70.51,67.42,0.106,0.751,0.857,5,1,2014,3353417,650
1488,Ã?ngel Cabrera,69.0,70.675,303.7,58.4,64.98,0.007,0.198,0.205,1,1,2014,1868559,1332
1489,Aaron Baddeley,76.0,71.218,294.1,50.29,62.46,0.722,-0.945,-0.223,1,0,2015,439925,336
1490,Adam Hadwin,95.0,71.021,288.2,65.43,66.55,0.235,-0.051,0.183,3,0,2015,937611,584
1491,Adam Scott,51.0,70.456,311.6,60.69,69.62,-0.396,0.601,0.206,3,0,2015,1382365,585
1492,Alex Cejka,94.0,71.117,283.3,63.78,65.7,-0.232,0.015,-0.217,1,1,2015,1227196,859
1493,Alex Prugh,84.0,71.089,295.2,62.03,70.14,-0.055,0.051,-0.004,2,0,2015,636373,433
1494,Andres Gonzales,90.0,71.427,294.5,58.06,66.67,0.177,-0.714,-0.537,3,0,2015,925335,531
1495,Andres Romero,69.0,71.427,295.3,52.67,61.7,0.19,-0.563,-0.374,2,0,2015,617253,312
1496,Andrew Putnam,68.0,72.278,278.7,54.98,59.9,0.525,-1.43,-0.905,0,0,2015,282879,192
1497,Andrew Svoboda,80.0,72.119,287.1,59.32,63.6,-0.026,-1.041,-1.067,1,0,2015,418963,266
1498,Ben Crane,62.0,71.975,271.0,67.49,63.22,0.201,-0.759,-0.558,0,0,2015,203254,182
1499,Ben Martin,93.0,70.95,288.1,65.09,68.7,0.127,0.153,0.28,5,1,2015,2717305,1417
1500,Bill Haas,89.0,70.672,290.7,63.35,68.8,-0.229,0.689,0.46,5,1,2015,3064024,380
1501,Bill Lunde,50.0,71.796,287.7,63.59,68.72,-0.52,-0.724,-1.244,0,0,2015,128788,117
1502,Billy Horschel,99.0,71.05,295.0,63.77,69.33,0.244,0.202,0.446,2,0,2015,1735751,1051
1503,Billy Hurley III,83.0,71.043,271.9,65.91,65.26,0.311,-0.423,-0.112,1,0,2015,591450,420
1504,Blayne Barber,76.0,71.127,288.6,63.72,66.44,0.313,-0.297,0.015,4,0,2015,768383,380
1505,Bo Van Pelt,81.0,71.497,289.5,60.73,66.88,0.118,-0.368,-0.25,2,0,2015,580611,322
1506,Boo Weekley,79.0,70.775,292.0,63.27,67.72,-0.246,0.671,0.425,6,0,2015,1689914,830
1507,Brandt Snedeker,98.0,70.158,288.4,60.98,64.97,0.588,0.02,0.607,8,1,2015,3698056,416
1508,Brendan Steele,88.0,70.413,302.9,61.13,68.52,-0.047,1.005,0.958,4,0,2015,1759484,1204
1509,Brendon Todd,96.0,70.533,276.4,70.24,65.47,0.582,0.248,0.83,4,0,2015,1809192,1279
1510,Brendon de Jonge,106.0,70.642,285.3,65.69,67.51,-0.007,0.32,0.312,3,0,2015,1594935,1228
1511,Brian Davis,86.0,71.656,275.5,67.66,62.26,0.081,-0.593,-0.512,2,0,2015,656534,387
1512,Brian Harman,90.0,70.647,287.9,64.37,66.67,0.236,0.177,0.413,3,0,2015,1548352,1135
1513,Brian Stuard,97.0,71.341,276.5,69.31,63.2,0.116,-0.356,-0.24,1,0,2015,687109,447
1514,Brice Garnett,81.0,71.453,287.1,61.25,68.28,-0.089,-0.443,-0.532,1,0,2015,637789,398
1515,Brooks Koepka,84.0,69.861,308.2,57.33,69.48,0.421,0.66,1.081,8,1,2015,3571900,414
1516,Bryce Molder,91.0,70.779,277.9,66.8,65.45,0.508,-0.319,0.189,2,0,2015,1165547,875
1517,Bubba Watson,71.0,69.296,315.2,56.55,69.32,0.212,1.876,2.088,10,2,2015,6876797,1680
1518,Byron Smith,59.0,71.801,291.9,58.15,68.89,-0.597,-0.276,-0.873,0,0,2015,153930,96
1519,Cameron Percy,72.0,71.039,290.0,60.31,67.78,-0.142,0.163,0.02,1,0,2015,575943,361
1520,Cameron Tringale,96.0,70.92,281.8,68.5,64.58,0.125,0.244,0.369,3,0,2015,1837164,1390
1521,Camilo Villegas,83.0,71.067,292.2,54.12,63.05,0.195,-0.019,0.176,0,0,2015,718497,757
1522,Carl Pettersson,106.0,70.866,291.6,59.05,63.0,0.335,-0.099,0.236,3,0,2015,1186763,809
1523,Carlos Ortiz,100.0,71.098,298.4,59.84,66.84,0.172,-0.048,0.124,1,0,2015,964137,711
1524,Chad Campbell,97.0,70.604,285.2,65.75,68.61,-0.045,0.482,0.437,2,0,2015,1015707,670
1525,Chad Collins,79.0,70.681,278.4,63.82,66.1,0.012,0.201,0.214,1,0,2015,747899,504
1526,Charl Schwartzel,67.0,71.093,300.4,60.81,64.99,-0.555,0.629,0.073,3,0,2015,1209528,584
1527,Charles Howell III,105.0,70.872,302.7,52.43,68.57,-0.216,0.599,0.383,3,0,2015,1257361,792
1528,Charley Hoffman,97.0,70.613,298.9,58.01,66.19,0.065,0.269,0.335,7,1,2015,4041089,992
1529,Charlie Beljan,76.0,72.01,309.8,62.61,65.51,-0.799,-0.134,-0.933,1,0,2015,782546,369
1530,Chesson Hadley,101.0,71.798,290.7,56.87,63.59,0.168,-0.525,-0.357,3,0,2015,1135529,630
1531,Chez Reavie,56.0,71.146,286.3,71.89,69.64,-0.262,0.342,0.08,0,0,2015,331623,268
1532,Chris Kirk,76.0,70.959,285.8,61.97,64.54,0.065,0.35,0.414,3,1,2015,2369326,1291
1533,Chris Stroud,84.0,71.194,283.0,64.22,65.67,-0.176,0.178,0.002,2,0,2015,746814,531
1534,Colt Knost,90.0,70.698,276.6,71.24,67.44,0.348,-0.152,0.196,4,0,2015,1066553,714
1535,D.A. Points,72.0,71.701,280.8,56.37,64.29,-0.054,-0.396,-0.451,0,0,2015,390607,244
1536,Daniel Berger,97.0,70.581,302.1,60.74,68.84,-0.193,0.682,0.489,6,0,2015,3028901,878
1537,Daniel Summerhays,101.0,70.397,284.0,61.79,65.62,0.644,-0.103,0.541,5,0,2015,1633957,1501
1538,Danny Lee,120.0,70.398,283.1,63.92,65.69,0.374,0.354,0.729,8,1,2015,3965933,1123
1539,David Hearn,97.0,70.843,280.6,64.16,67.98,0.358,-0.002,0.356,4,0,2015,1817043,1152
1540,David Lingmerth,90.0,70.8,289.5,65.51,64.94,0.039,0.366,0.405,4,1,2015,2736378,1387
1541,David Toms,62.0,71.092,270.0,74.5,64.66,-0.102,0.178,0.076,2,0,2015,742470,383
1542,Davis Love III,51.0,71.289,294.7,64.94,67.43,-0.347,-0.031,-0.377,2,1,2015,1263596,735
1543,Derek Ernst,75.0,71.453,295.1,64.3,66.51,-0.516,-0.015,-0.531,0,0,2015,320095,250
1544,Derek Fathauer,81.0,71.431,288.8,51.63,61.33,0.301,-0.474,-0.173,1,0,2015,482023,263
1545,Dustin Johnson,75.0,69.585,317.7,55.53,67.05,0.128,1.326,1.455,11,1,2015,5509467,1360
1546,Eric Axley,57.0,71.977,286.4,55.54,61.21,0.15,-1.101,-0.952,0,0,2015,170687,152
1547,Erik Compton,86.0,71.228,288.4,59.31,63.18,0.469,-0.385,0.084,1,0,2015,676602,471
1548,Ernie Els,57.0,71.83,291.7,56.79,64.52,-0.609,0.009,-0.6,0,0,2015,453579,233
1549,FabiÃ¡n GÃ³mez,83.0,71.207,283.2,60.88,63.52,0.062,-0.386,-0.324,2,1,2015,1651012,1069
1550,Francesco Molinari,56.0,70.458,281.6,76.88,71.07,-0.255,0.859,0.604,2,0,2015,997389,558
1551,Gary Woodland,81.0,70.982,305.5,56.21,66.74,0.077,0.121,0.198,4,0,2015,2605083,1300
1552,Geoff Ogilvy,50.0,71.559,293.7,59.59,66.55,-0.692,0.26,-0.432,1,0,2015,653925,350
1553,George McNeill,93.0,70.478,286.2,64.1,66.43,0.212,0.351,0.563,1,0,2015,1331768,1086
1554,Gonzalo Fernandez-CastaÃ±o,81.0,71.5,289.3,60.97,63.92,-0.522,-0.125,-0.646,0,0,2015,312053,272
1555,Graham DeLaet,65.0,70.72,298.7,65.46,69.15,-0.012,0.299,0.287,3,0,2015,988349,545
1556,Greg Chalmers,58.0,71.363,281.5,62.17,63.79,0.529,-1.133,-0.605,0,0,2015,291016,242
1557,Greg Owen,58.0,71.512,293.8,59.63,69.25,-0.798,0.572,-0.226,2,0,2015,1180794,608
1558,Harris English,105.0,70.235,298.4,58.51,67.05,0.56,0.217,0.777,3,0,2015,1971687,360
1559,Heath Slocum,57.0,72.362,275.8,69.51,62.79,-0.594,-0.97,-1.564,0,0,2015,122480,62
1560,Henrik Stenson,63.0,69.354,296.4,69.91,73.52,0.436,1.774,2.21,8,0,2015,4755070,2307
1561,Hideki Matsuyama,95.0,69.94,294.5,65.25,69.2,0.076,1.388,1.464,9,0,2015,3758619,558
1562,Hudson Swafford,97.0,70.732,298.9,63.34,68.54,0.36,-0.022,0.338,1,0,2015,959391,776
1563,Hunter Mahan,88.0,71.124,295.1,58.91,65.79,0.39,-0.27,0.12,4,0,2015,1617973,1208
1564,Ian Poulter,68.0,70.421,286.7,63.58,65.71,0.225,0.329,0.554,4,0,2015,1690587,981
1565,J.B. Holmes,89.0,70.581,309.9,54.05,63.66,-0.004,0.949,0.944,7,1,2015,4037430,618
1566,J.J. Henry,94.0,71.334,292.3,60.29,69.88,-0.414,0.105,-0.308,1,1,2015,1046123,716
1567,James Hahn,94.0,70.896,295.1,59.89,66.13,0.048,0.307,0.355,2,1,2015,2064783,1202
1568,Jamie Donaldson,50.0,71.102,294.9,60.09,63.83,0.349,-0.008,0.341,2,0,2015,938664,447
1569,Jason Bohn,95.0,70.235,277.1,71.58,68.89,0.239,0.538,0.777,6,0,2015,2337580,1373
1570,Jason Day,75.0,69.161,313.7,55.94,70.83,0.586,1.52,2.106,11,5,2015,9403330,2290
1571,Jason Dufner,76.0,70.633,286.7,67.81,69.03,-0.7,0.922,0.222,2,0,2015,1007997,730
1572,Jason Gore,76.0,71.273,290.4,66.67,67.52,-0.067,0.157,0.089,2,0,2015,1101246,712
1573,Jason Kokrak,88.0,70.654,305.6,56.41,67.3,-0.012,0.306,0.293,2,0,2015,1033489,614
1574,Jeff Overton,94.0,70.836,284.8,58.87,65.7,0.105,-0.014,0.091,1,0,2015,561614,464
1575,Jerry Kelly,79.0,70.383,277.2,70.45,65.96,0.25,0.186,0.436,4,0,2015,1336607,966
1576,Jhonattan Vegas,90.0,71.326,299.9,56.01,65.44,0.086,-0.353,-0.267,0,0,2015,446345,353
1577,Jim Furyk,71.0,69.845,281.9,69.08,69.79,-0.024,1.658,1.634,7,1,2015,3732664,304
1578,Jim Herman,88.0,70.719,293.8,67.1,73.23,-0.03,0.407,0.376,2,0,2015,1212778,840
1579,Jim Renner,68.0,72.431,283.3,57.44,65.24,-0.995,-0.454,-1.449,0,0,2015,90668,63
1580,Jimmy Walker,89.0,70.268,301.6,52.23,66.09,0.692,0.241,0.933,6,2,2015,4521350,558
1581,John Huh,102.0,71.037,279.8,69.44,64.85,0.279,-0.191,0.088,0,0,2015,678556,565
1582,John Merrick,78.0,71.334,285.0,68.32,67.64,-0.775,0.42,-0.356,0,0,2015,391513,311
1583,John Peterson,84.0,70.735,288.1,67.52,68.32,-0.184,0.435,0.251,0,0,2015,779509,588
1584,John Senden,80.0,71.09,290.2,66.6,67.26,-0.061,0.142,0.082,3,0,2015,1422033,848
1585,Johnson Wagner,68.0,70.807,290.7,62.11,68.95,0.203,-0.108,0.095,3,0,2015,1131659,733
1586,Jon Curran,83.0,70.849,273.5,67.46,66.39,-0.028,-0.059,-0.088,5,0,2015,1049549,540
1587,Jonas Blixt,78.0,71.238,287.6,60.26,62.71,0.122,-0.562,-0.44,1,0,2015,703664,471
1588,Jonathan Byrd,69.0,70.83,287.5,65.6,67.35,0.084,0.148,0.232,0,0,2015,446732,335
1589,Jonathan Randolph,72.0,71.606,287.2,55.19,64.37,0.132,-0.85,-0.718,0,0,2015,256066,209
1590,Jordan Spieth,91.0,68.938,291.8,62.91,67.87,0.571,1.583,2.154,15,5,2015,12030465,3800
1591,Justin Leonard,61.0,71.517,271.6,71.7,62.57,0.231,-0.544,-0.313,0,0,2015,219175,188
1592,Justin Rose,69.0,69.744,303.5,63.87,70.54,0.023,1.471,1.493,8,1,2015,5462677,1235
1593,Justin Thomas,106.0,70.105,303.2,58.24,68.92,0.042,0.926,0.968,7,0,2015,2278564,1498
1594,K.J. Choi,66.0,71.372,276.5,64.09,63.8,0.415,-0.159,0.256,0,0,2015,448864,358
1595,Keegan Bradley,87.0,70.45,306.1,64.85,67.53,-0.07,1.088,1.018,3,0,2015,1565079,1103
1596,Ken Duke,93.0,71.306,278.1,67.91,64.17,-0.222,-0.156,-0.378,3,0,2015,817675,523
1597,Kevin Chappell,86.0,70.672,293.5,63.86,66.02,0.168,0.202,0.37,2,0,2015,1281552,1186
1598,Kevin Kisner,104.0,70.344,287.8,66.85,66.24,0.24,0.389,0.628,6,0,2015,3567939,444
1599,Kevin Na,98.0,70.121,280.1,62.51,64.56,0.233,0.711,0.944,7,0,2015,2820766,410
1600,Kevin Streelman,95.0,71.282,289.5,68.63,68.99,-0.219,0.352,0.133,2,0,2015,1525774,840
1601,Kyle Reifers,96.0,70.854,288.0,61.59,67.03,0.036,0.101,0.136,2,0,2015,1179228,804
1602,Lee Westwood,56.0,70.484,300.0,59.7,66.45,0.595,0.283,0.879,1,0,2015,946628,576
1603,Louis Oosthuizen,68.0,70.16,298.8,59.84,68.28,-0.22,0.825,0.605,6,0,2015,3251174,176
1604,Lucas Glover,79.0,71.291,296.9,63.82,70.46,-1.351,1.17,-0.181,0,0,2015,515241,375
1605,Luke Donald,71.0,70.555,277.0,59.28,65.57,0.289,0.295,0.584,2,0,2015,1026643,782
1606,Luke Guthrie,84.0,71.211,283.9,58.86,63.75,0.11,-0.147,-0.037,1,0,2015,575150,373
1607,Marc Leishman,74.0,70.569,294.8,54.99,65.62,-0.02,0.322,0.302,4,0,2015,1762267,854
1608,Mark Hubbard,79.0,71.227,278.5,66.32,66.81,-0.102,-0.281,-0.383,0,0,2015,293980,274
1609,Mark Wilson,89.0,70.991,279.2,64.53,67.84,-0.065,0.092,0.026,3,0,2015,851845,681
1610,Martin Flores,95.0,70.919,296.8,56.83,68.32,-0.216,0.255,0.038,0,0,2015,449274,345
1611,Martin Laird,77.0,70.772,300.5,58.54,66.31,0.1,0.206,0.306,3,0,2015,1124988,628
1612,Matt Every,73.0,72.419,286.6,51.52,58.1,0.075,-1.043,-0.968,1,1,2015,1521816,727
1613,Matt Jones,89.0,70.812,296.0,59.7,64.05,0.401,0.263,0.664,4,0,2015,1995553,1445
1614,Matt Kuchar,97.0,70.04,288.5,63.23,66.55,0.316,0.817,1.133,7,0,2015,2774170,530
1615,Max Homa,78.0,71.763,294.2,56.45,62.99,-0.11,-0.619,-0.729,1,0,2015,380339,278
1616,Michael Putnam,87.0,71.156,288.8,61.47,70.13,-0.526,0.373,-0.153,0,0,2015,557803,407
1617,Michael Thompson,83.0,71.23,289.3,58.24,65.43,0.153,-0.349,-0.195,1,0,2015,599835,378
1618,Morgan Hoffmann,85.0,70.988,296.1,54.83,61.11,0.232,-0.035,0.196,2,0,2015,1111240,749
1619,Nicholas Thompson,90.0,71.396,286.0,68.7,68.6,-0.493,-0.219,-0.712,1,0,2015,667185,442
1620,Nick Taylor,91.0,71.716,292.3,56.05,64.41,0.112,-0.489,-0.377,1,1,2015,1072360,613
